,Filepath,Predictions
449,../input/fooddataset/Food/IMG_8823.jpg,pork_chop
450,../input/fooddataset/Food/IMG_3570.jpg,tacos
451,../input/fooddataset/Food/IMG_1230.jpg,cannoli
452,../input/fooddataset/Food/IMG_0379.jpg,ceviche
453,../input/fooddataset/Food/IMG_6715.jpg,sushi
454,../input/fooddataset/Food/IMG_6335.jpg,gyoza
455,../input/fooddataset/Food/IMG_6205.jpg,bibimbap
456,../input/fooddataset/Food/IMG_7444.jpg,sushi
457,../input/fooddataset/Food/IMG_7914.jpg,foie_gras
458,../input/fooddataset/Food/37898462-E7A4-4154-94E0-9EAE36B4BCBC.jpg,hot_dog
459,../input/fooddataset/Food/IMG_6773.jpg,sushi
460,../input/fooddataset/Food/IMG_5055.jpg,oysters
461,../input/fooddataset/Food/IMG_6869.jpg,bibimbap
462,../input/fooddataset/Food/IMG_7158.jpg,cannoli
463,../input/fooddataset/Food/IMG_1444(1).jpg,ice_cream
464,../input/fooddataset/Food/IMG_7470.jpg,cheese_plate
465,../input/fooddataset/Food/IMG_3548.jpg,beef_carpaccio
466,../input/fooddataset/Food/IMG_6256.jpg,panna_cotta
467,../input/fooddataset/Food/20171030_071136.jpg,tacos
468,../input/fooddataset/Food/IMG_9824.jpg,tuna_tartare
469,../input/fooddataset/Food/IMG_9382.jpg,guacamole
470,../input/fooddataset/Food/IMG_9827.jpg,pizza
471,../input/fooddataset/Food/IMG_2157.jpg,creme_brulee
472,../input/fooddataset/Food/Cairns_20100525_002.jpg,hamburger
473,../input/fooddataset/Food/IMG_2118.jpg,cannoli
474,../input/fooddataset/Food/20171130_074408.jpg,deviled_eggs
475,../input/fooddataset/Food/IMG_1231.jpg,chicken_quesadilla
476,../input/fooddataset/Food/IMG_6447.jpg,tiramisu
477,../input/fooddataset/Food/20171213_184902.jpg,pork_chop
478,../input/fooddataset/Food/China_2008_12.jpg,ramen
479,../input/fooddataset/Food/IMG_6450.jpg,bibimbap
480,../input/fooddataset/Food/Denver_201006_436.jpg,fried_calamari
481,../input/fooddataset/Food/IMG_3587.jpg,hot_and_sour_soup
482,../input/fooddataset/Food/20170820_145246.jpg,sushi
483,../input/fooddataset/Food/IMG_7447.jpg,cannoli
484,../input/fooddataset/Food/IMG_1433.jpg,guacamole
485,../input/fooddataset/Food/IMG_6135.jpg,sushi
486,../input/fooddataset/Food/IMG_7288.jpg,sushi
487,../input/fooddataset/Food/20170528_205613.jpg,sushi
488,../input/fooddataset/Food/IMG_5035.jpg,creme_brulee
489,../input/fooddataset/Food/IMG_6452.jpg,tiramisu
490,../input/fooddataset/Food/IMG_6918.jpg,hummus
491,../input/fooddataset/Food/IMG_6858.jpg,miso_soup
492,../input/fooddataset/Food/20170521_132610.jpg,caesar_salad
493,../input/fooddataset/Food/IMG_1053.jpg,sushi
494,../input/fooddataset/Food/IMG_6442.jpg,sushi
495,../input/fooddataset/Food/IMG_1142.jpg,tacos
496,../input/fooddataset/Food/IMG_1967.jpg,bibimbap
497,../input/fooddataset/Food/MITACS_Soochow_Colleen (16).jpg,ice_cream
498,../input/fooddataset/Food/IMG_2580.jpg,paella
499,../input/fooddataset/Food/IMG_6724.jpg,falafel
500,../input/fooddataset/Food/IMG_5679.jpg,sushi
501,../input/fooddataset/Food/IMG_8850.jpg,sushi
502,../input/fooddataset/Food/IMG_2321.jpg,risotto
503,../input/fooddataset/Food/IMG_6203.jpg,sushi
504,../input/fooddataset/Food/IMG_3275.jpg,creme_brulee
505,../input/fooddataset/Food/EFFECTS(1).jpg,paella
506,../input/fooddataset/Food/IMG_0090.jpg,caesar_salad
507,../input/fooddataset/Food/IMG_7821.jpg,cannoli
508,../input/fooddataset/Food/IMG_2747.jpg,oysters
509,../input/fooddataset/Food/IMG_7915.jpg,cannoli
510,../input/fooddataset/Food/IMG_1452.jpg,oysters
511,../input/fooddataset/Food/IMG_3362.jpg,beef_carpaccio
512,../input/fooddataset/Food/IMG_6888.jpg,macarons
513,../input/fooddataset/Food/Sydney_20100527_133.jpg,gyoza
514,../input/fooddataset/Food/Denver_201006_435.jpg,seaweed_salad
515,../input/fooddataset/Food/China_2008_304.jpg,bibimbap
516,../input/fooddataset/Food/IMG_5798.jpg,cheese_plate
517,../input/fooddataset/Food/China_2008_318.jpg,tiramisu
518,../input/fooddataset/Food/Munich_wildschoenau_20090619_006.jpg,hamburger
519,../input/fooddataset/Food/IMG_6774.jpg,sushi
520,../input/fooddataset/Food/IMG_9760.jpg,falafel
521,../input/fooddataset/Food/20171226_190730.jpg,ceviche
522,../input/fooddataset/Food/China_2008_9.jpg,sashimi
523,../input/fooddataset/Food/IMG_6257.jpg,cup_cakes
524,../input/fooddataset/Food/IMG_6395.jpg,cannoli
525,../input/fooddataset/Food/20170926_124212.jpg,crab_cakes
526,../input/fooddataset/Food/IMG_1448(1).jpg,sushi
527,../input/fooddataset/Food/IMG_2223.jpg,risotto
528,../input/fooddataset/Food/IMG_6893.jpg,spaghetti_carbonara
529,../input/fooddataset/Food/IMG_6772.jpg,sushi
530,../input/fooddataset/Food/IMG_2608.jpg,ice_cream
531,../input/fooddataset/Food/Munich_20090614_07.jpg,beef_tartare
532,../input/fooddataset/Food/IMG_2262.jpg,macarons
533,../input/fooddataset/Food/IMG_1671.jpg,oysters
534,../input/fooddataset/Food/IMG_2310.jpg,french_onion_soup
535,../input/fooddataset/Food/IMG_5125.jpg,cannoli
536,../input/fooddataset/Food/Munich_wildschoenau_20090619_005.jpg,hamburger
537,../input/fooddataset/Food/IMG_9435.jpg,cannoli
538,../input/fooddataset/Food/IMG_9807.jpg,panna_cotta
539,../input/fooddataset/Food/IMG_6874.jpg,ice_cream
540,../input/fooddataset/Food/20170528_073141.jpg,hummus
541,../input/fooddataset/Food/IMG_9372.jpg,sushi
542,../input/fooddataset/Food/20170607_062004.jpg,cannoli
543,../input/fooddataset/Food/MITACS_Soochow_Colleen (17).jpg,edamame
544,../input/fooddataset/Food/IMG_3278.jpg,filet_mignon
545,../input/fooddataset/Food/IMG_1190.jpg,oysters
546,../input/fooddataset/Food/IMG_1207.jpg,cheesecake
547,../input/fooddataset/Food/20171201_073806.jpg,hot_dog
548,../input/fooddataset/Food/IMG_5735.jpg,paella
549,../input/fooddataset/Food/IMG_6916.jpg,beef_tartare
550,../input/fooddataset/Food/IMG_6444.jpg,cannoli
551,../input/fooddataset/Food/IMG_7048.jpg,ravioli
552,../input/fooddataset/Food/IMG_6639.jpg,hummus
553,../input/fooddataset/Food/IMG_4439.jpg,panna_cotta
554,../input/fooddataset/Food/IMG_2203.jpg,samosa
555,../input/fooddataset/Food/IMG_6824.jpg,risotto
556,../input/fooddataset/Food/20171217_204435.jpg,gnocchi
557,../input/fooddataset/Food/IMG_6890.jpg,ice_cream
558,../input/fooddataset/Food/IMG_2556.jpg,pho
559,../input/fooddataset/Food/EFFECTS(2).jpg,ramen
560,../input/fooddataset/Food/IMG_2540.jpg,clam_chowder
561,../input/fooddataset/Food/IMG_6894.jpg,creme_brulee
562,../input/fooddataset/Food/IMG_7793.jpg,bibimbap
563,../input/fooddataset/Food/IMG_3588.jpg,foie_gras
564,../input/fooddataset/Food/IMG_8860.jpg,hummus
565,../input/fooddataset/Food/IMG_2513.jpg,paella
566,../input/fooddataset/Food/IMG_2287.jpg,tiramisu
567,../input/fooddataset/Food/IMG_2163.jpg,escargots
568,../input/fooddataset/Food/IMG_2205.jpg,bibimbap
569,../input/fooddataset/Food/IMG_5803.jpg,sushi
570,../input/fooddataset/Food/IMG_6779.jpg,hummus
571,../input/fooddataset/Food/IMG_7179.jpg,risotto
572,../input/fooddataset/Food/IMG_5419.jpg,oysters
573,../input/fooddataset/Food/EFFECTS(5).jpg,ravioli
574,../input/fooddataset/Food/20171226_203454.jpg,cannoli
575,../input/fooddataset/Food/IMG_2322.jpg,pork_chop
576,../input/fooddataset/Food/IMG_1685.jpg,ice_cream
577,../input/fooddataset/Food/IMG_6760.jpg,sushi
578,../input/fooddataset/Food/IMG_9428.jpg,deviled_eggs
579,../input/fooddataset/Food/IMG_1449(1).jpg,sushi
580,../input/fooddataset/Food/20170518_065327.jpg,sushi
581,../input/fooddataset/Food/20170611_093634.jpg,foie_gras
582,../input/fooddataset/Food/IMG_4174.jpg,takoyaki
583,../input/fooddataset/Food/IMG_2190.jpg,cup_cakes
584,../input/fooddataset/Food/IMG_6046.jpg,sushi
585,../input/fooddataset/Food/IMG_7637.jpg,edamame
586,../input/fooddataset/Food/IMG_7530.jpg,ice_cream
587,../input/fooddataset/Food/IMG_9356.jpg,cannoli
588,../input/fooddataset/Food/China_2008_44.jpg,macarons
589,../input/fooddataset/Food/IMG_0936.jpg,ice_cream
590,../input/fooddataset/Food/China_2008_43.jpg,ice_cream
591,../input/fooddataset/Food/IMG_6398.jpg,miso_soup
592,../input/fooddataset/Food/IMG_5005.jpg,ramen
593,../input/fooddataset/Food/IMG_1285.jpg,dumplings
594,../input/fooddataset/Food/IMG_7653.jpg,beef_tartare
595,../input/fooddataset/Food/Denver_201006_434.jpg,ravioli
596,../input/fooddataset/Food/20171226_190622.jpg,sushi
597,../input/fooddataset/Food/EFFECTS(8).jpg,sushi
598,../input/fooddataset/Food/IMG_8501.jpg,paella
599,../input/fooddataset/Food/IMG_2155.jpg,cannoli
600,../input/fooddataset/Food/IMG_2188.jpg,bibimbap
601,../input/fooddataset/Food/EFFECTS(10).jpg,tuna_tartare
602,../input/fooddataset/Food/IMG_9763.jpg,filet_mignon
603,../input/fooddataset/Food/IMG_5975.jpg,fried_calamari
604,../input/fooddataset/Food/20171031_215007.jpg,ramen
605,../input/fooddataset/Food/IMG_1450.jpg,deviled_eggs
606,../input/fooddataset/Food/IMG_7799.jpg,shrimp_and_grits
607,../input/fooddataset/Food/IMG_6889.jpg,ice_cream
608,../input/fooddataset/Food/IMG_0089.jpg,sushi
609,../input/fooddataset/Food/IMG_2261.jpg,seaweed_salad
610,../input/fooddataset/Food/IMG_1141.jpg,cannoli
611,../input/fooddataset/Food/IMG_8509.jpg,seaweed_salad
612,../input/fooddataset/Food/IMG_7016.jpg,greek_salad
613,../input/fooddataset/Food/IMG_1445.jpg,tuna_tartare
614,../input/fooddataset/Food/IMG_9684.jpg,panna_cotta
615,../input/fooddataset/Food/IMG_6920.jpg,sushi
616,../input/fooddataset/Food/Sydney_20100529_074.jpg,bibimbap
617,../input/fooddataset/Food/IMG_6458.jpg,macarons
618,../input/fooddataset/Food/IMG_2135.jpg,seaweed_salad
619,../input/fooddataset/Food/IMG_1414.jpg,chocolate_cake
620,../input/fooddataset/Food/China_2008_24.jpg,cannoli
621,../input/fooddataset/Food/IMG_9806.jpg,cannoli
622,../input/fooddataset/Food/20170528_160823.jpg,ramen
623,../input/fooddataset/Food/EFFECTS(11).jpg,paella
624,../input/fooddataset/Food/IMG_7189.jpg,crab_cakes
625,../input/fooddataset/Food/IMG_2530.jpg,ravioli
626,../input/fooddataset/Food/IMG_7679.jpg,ice_cream
627,../input/fooddataset/Food/IMG_1874.jpg,sushi
628,../input/fooddataset/Food/IMG_2300.jpg,ceviche
629,../input/fooddataset/Food/IMG_1428.jpg,sushi
630,../input/fooddataset/Food/IMG_6079.jpg,guacamole
631,../input/fooddataset/Food/China_2008_311.jpg,ceviche
632,../input/fooddataset/Food/IMG_2181.jpg,miso_soup
633,../input/fooddataset/Food/IMG_6547.jpg,paella
634,../input/fooddataset/Food/IMG_4975.jpg,bibimbap
635,../input/fooddataset/Food/China_2008_223.jpg,guacamole
636,../input/fooddataset/Food/IMG_4434.jpg,guacamole
637,../input/fooddataset/Food/IMG_9498.jpg,sushi
638,../input/fooddataset/Food/IMG_2264.jpg,falafel
639,../input/fooddataset/Food/Denver_201006_437.jpg,pork_chop
640,../input/fooddataset/Food/IMG_9508.jpg,sushi
641,../input/fooddataset/Food/IMG_7157.jpg,panna_cotta
642,../input/fooddataset/Food/China_2008_310.jpg,ceviche
643,../input/fooddataset/Food/IMG_6907.jpg,grilled_salmon
644,../input/fooddataset/Food/IMG_8416.jpg,apple_pie
645,../input/fooddataset/Food/IMG_7834.jpg,foie_gras
646,../input/fooddataset/Food/Sydney_20100528_054.jpg,chocolate_mousse
647,../input/fooddataset/Food/IMG_2302.jpg,caprese_salad
648,../input/fooddataset/Food/IMG_6868.jpg,bibimbap
649,../input/fooddataset/Food/IMG_2201.jpg,oysters
650,../input/fooddataset/Food/Munich_20090619_09.jpg,steak
651,../input/fooddataset/Food/IMG_1290.jpg,sushi
652,../input/fooddataset/Food/IMG_6380.jpg,macarons
653,../input/fooddataset/Food/IMG_7950.jpg,ramen
654,../input/fooddataset/Food/IMG_0910.jpg,sushi
655,../input/fooddataset/Food/IMG_1434.jpg,cannoli
656,../input/fooddataset/Food/IMG_6892.jpg,ice_cream
657,../input/fooddataset/Food/IMG_5134.jpg,panna_cotta
658,../input/fooddataset/Food/IMG_7445.jpg,filet_mignon
659,../input/fooddataset/Food/IMG_6397.jpg,sushi
660,../input/fooddataset/Food/China_2008_29.jpg,spaghetti_carbonara
661,../input/fooddataset/Food/20170606_130044.jpg,sushi
662,../input/fooddataset/Food/IMG_3720.png,ravioli
663,../input/fooddataset/Food/IMG_7004.png,ramen
664,../input/fooddataset/Food/IMG_7003.png,creme_brulee
665,../input/fooddataset/Food/IMG_5940.png,ravioli
666,../input/fooddataset/Food/IMG_7007.png,apple_pie
667,../input/fooddataset/Food/IMG_3721.png,sushi
